Title,URL,Address,Compensation,Employment Type,Description
Structural Engineer,https://newyork.craigslist.org/que/egr/d/flushing-structural-engineer/7064754105.html,,The salary is based on level of experience.,full-time,"
        
Job Description:

We are currently seeking structural engineers at multiple levels to join our team. As a structural engineer, you will work with other team members in our highly collaborative environment to assure that designs are developed in accordance with appropriate codes and standards, quality control objectives are achieved, and project goals are met within the schedule and budget. This is an outstanding opportunity for a structural engineer to work on a variety of high-profile projects throughout the region. 

Duties and Responsibilities:

- Coordinate with architects, contractors, owners, and other engineers from the initial planning stages through final construction.
- Determine design criteria using relevant codes and standards.
- Analyze and/or prepare models and calculations for various structural elements and systems by using various software and/or hand calculations.
- Develop contract documents, including construction drawings and technical specifications
- Produce schematic and detailed designs and evaluation of planning and concept alternatives
- Review shop drawings, RFI's.
- Perform field inspections and write inspection reports.

Skills and Qualifications:

- Familiar with latest version of AutoCAD, Revit, ETABS, SAP2000, SAFE, RAM, Excel.
- Excellent verbal and written communication skills
- Ability to effectively work independently and collaboratively in a team environment
- Must be eligible to work in the United States

Entry Level Candidates:
- Bachelor’s degree in Civil or Structural Engineering.

Intermediate Level Candidates:
- Master’s degree in Civil or Structural Engineering.
- 3+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.

Advance Level Candidates:
- Master’s degree in Civil or Structural Engineering.
- 8+ years of related work experience in concrete or steel framing building structural design, support-of-excavation and foundation system design, steel or concrete rebar shop drawing design, construction support design and field inspection.
- NYS PE License



    "
Architectural Intern / Administrative assistant,https://newyork.craigslist.org/brk/egr/d/architectural-intern-administrative/7064757706.html,Brooklyn,Competitive compensation based on skills/experience,full-time,"
        
Brooklyn Architectural firm seeks:
full-time position for Architectural Intern / Administrative assistant


Skills: 
Professional & motivated attitude
Written and communication skills 
Standard Microsoft office suite familiarity
Architectural background
Familiarity with NYC Department of Buildings

Responsibilities include:
Written reports / Paperwork 
Client correspondence, etc.

Competitive compensation based on skills/experience

Job seeker to live within 20 miles of 11219 Zip code.    "
Concrete Special Inspector-Full Time or Part Time,https://newyork.craigslist.org/que/egr/d/woodside-concrete-special-inspector/7064764136.html,,The salary is based on level of experience.,full-time,"
        
Immediate opening for special inspector to perform concrete cast in place TR1 inspection. Must holding an active inspector certificate for ACI Certification as Concrete Construction Special Inspector (ACICCSI) or ICC Certification as Concrete Special Inspector (ICCCSI). Both full-time or part-time are welcome.    "
ARCHITECTURAL DESIGNER / DRAFTS PERSON,https://newyork.craigslist.org/que/egr/d/architectural-designer-drafts-person/7064768323.html,NEW YORK,Based on experience,full-time,"
        
New York Architectural firm Seeking to fill positions for Full-time Junior Architect / Draftsperson. Work directly under licensed professional.   

We seek motivated, bright, and responsible individuals with:
• Strong communications skills
• Working towards or possess a bachelor and/or master degree in Architecture
• Detail oriented and organized
• Ability to work independently
• Willing to learn
• Skilled in Collaboration and able to take Direction from the Team

Software Requirements: 
• AutoCAD a must
• Sketchup
• Microsoft Office
• Photoshop


Please send your resume, examples of your work and cover letter with salary requirements.    "
Senior Architect PM-Residential New Construction Experience Required,https://newyork.craigslist.org/brk/egr/d/brooklyn-senior-architect-pm/7064787362.html,Brooklyn,90K,full-time,"
        
Title:
Senior Architect | PM

Firm Description:
A unique Brooklyn architecture practice that specializes in hi-end residential new buildings, gut interior renovations and complex and  interesting adaptive re-use projects. 

Position Description:
They are looking to add a Senior staff and team member to function as Project Manager on significant projects throughout the office. The right candidate will have local high end residential and new building construction experience. Previous recent experience coordinating building systems including mechanical are a must. 

Requirements for consideration include:
7+ years professional experience in a New York City architecture office on residential new construction projects.
Previous recent team leadership experience.
Willingness to work in a VectorWorks environment.

Required Education:
Professional Degree in Architecture.

Compensation:
Up to 90K base salary plus an appealing benefits package.    "
Licensed Marine Beachfront Engineer,https://newyork.craigslist.org/brk/egr/d/brooklyn-licensed-marine-beachfront/7064809954.html,"Brooklyn, NY",Compensation based on experience,contract,"
        
Looking for a licensed Marine Beachfront Engineer who has experience with bulkhead design and permitting.  For immediate hire.  Compensation commensurate with experience.    "
Millwork Draftsman Position,https://newyork.craigslist.org/brk/egr/d/woodhaven-millwork-draftsman-position/7053656758.html,,tbd based on experience,full-time,"
        
Busy woodworking shop located in Brooklyn NY (Cypress Hills area) is looking for a full time in-house draftsman with minimum 5 years of experience in AutoCAD and high-end residential millwork drawings for production.  Please send your resume and if possible, samples of previous work.    "
Freelance Architect,https://newyork.craigslist.org/wch/egr/d/mamaroneck-freelance-architect/7053675609.html,Mamaroneck,Compensation is Fee-Based,contract,"
        
Remodeling Consultants Inc., a Westchester and Fairfield Design Build Firm, is seeking an experienced free-lance Architect.  

Candidate will work directly with in-house Design Consultants and Sr. Architect to prepare construction drawings including floor plans, interior and exterior renovations. 

Candidate must have at least five years of experience with AutoCAD and Residential Construction. Compensation is fee-based. 

Please forward resume with your contact information to this ad.
    "
Freelance Architect,https://newyork.craigslist.org/fct/egr/d/mamaroneck-freelance-architect/7053676544.html,Mamaroneck,Compensation is Fee-based,contract,"
        
Remodeling Consultants Inc., a Westchester and Fairfield Design Build Firm, is seeking an experienced free-lance Architect.  

Candidate will work directly with in-house Design Consultants and Sr. Architect to prepare construction drawings including floor plans, interior and exterior renovations. 

Candidate must have at least five years of experience with AutoCAD and Residential Construction. Compensation is fee-based. 

Please forward resume with your contact information to this ad
    "
Architect - Project Manager,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-project-manager/7053686621.html,brooklyn,TBD,full-time,"
        
BDF Design is seeking experienced drafter-Architect, from schematic design to preparation of DOB filings.
Requires to have a good understanding to zoning & code rules, DOB and related agency requirements.

Qualifications:
- Proficient in Revit and Auto CAD a must.
- Strong communication and organization skills.
- Being familiar with NYC Code and Zoning rules.

- A professional degree in architecture

Please email:
• Resume in PDF format.
• Work samples/portfolio attached in PDF format/or viewable online.
• Compensation requirements.    "
Facade / Building Envelope Project Manager,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-project-manager/7053738995.html,TriBeCa,Commensurate with experience,full-time,"
        
 
 , New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled structural engineer or architect with 5 to 6 years of building envelope restoration experience if licensed, and 7 to 10 years' experience if not licensed, to join us as a Project Manager  in executing a growing slate of challenging projects. 

We work on an array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks, from Trinity Church to Grand Central Terminal. Our work embraces all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls. We’re proud to be an industry leader in crucial practice areas like Local Law 11 inspections and repairs. We've won numerous awards, as well as the loyalty of many of the premier public, corporate, and residential clients in the region. 

You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state-of-the-art, non-destructive diagnostic equipment and techniques. 

Typically, you’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. 

We offer an array of benefits and growth opportunities: :


Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away. 

If you’re excited about this opportunity, please send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or link to your portfolio that demonstrates your experience and capabilities. 

With thanks for your interest, please note that only those candidates under consideration will be contacted. 

For additional information on our firm’s services, approach, and projects, visit 
    "
Facade / Building Envelope Architect,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope-architect/7053739977.html,TriBeCa,Commensurate with experience,full-time,"
        
 

 New York City's leading professional firm dedicated to the preservation of buildings and infrastructure, is seeking a resourceful, skilled architect with 2-5 years’ relevant experience to join us in executing a growing slate of challenging projects.  
 
We’re proud to be an industry leader in crucial practice areas like facade inspections and repairs (Local Law 11), roof repairs, and investigation and remediation of structural issues. We've won numerous awards—including ten Lucy Moses preservation awards—as well as the loyalty of many of the premier public, corporate, and residential clients in the region.  

Absolutely. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer applications that integrate construction drawings, specifications, cost estimating, scheduling, and construction administration; advanced photography and image processing; and state-of-the-art, non-destructive diagnostic equipment and techniques. In fact, we have an in-house studio dedicated to such supporting technology, constantly developing new digital tools (think James Bond’s “Q”).    .

 
Honestly, we offer aspects of both. You’ll work as part of a small team assigned to projects based on synergies between project requirements and the capabilities of each team member. This gives you the dual advantages of a small office experience coupled with access to the centralized resources of a larger firm.  

You’ll participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see your designs executed in the field and you'll take on greater responsibility and client management as soon as you are ready. 

An array of building types, including courthouses, schools, universities, churches, and hospitals, and many of New York's most storied landmarks.  
 
We embrace all components of the building envelope and underlying structure—facades, roofs, windows, and plazas—and the full complement of materials, from historic terra-cotta to high-performance curtain walls.  


We offer an array of benefits and growth opportunities:





Our light-filled Tribeca office is in a landmarked building with 16' high ceilings, 8' tall windows, and stunning views of Manhattan in three directions—not a bad place to spend the work day. We’re easily accessible via public transportation: the A, C, and E Canal Street station connects directly to our building’s lobby. The N, R, 1, and 6 lines are all just a few blocks away.



Send us your resume, a cover letter with salary requirements, and a few pages of attachments (maximum of 10MB, please) or a link to your portfolio that demonstrates your experience and capabilities. We look forward to meeting you! 

Please note that, due to the high number of applicants, we can only contact candidates under consideration.   

For additional information on our firm’s services, approach, and projects, visit 
    "
Trainee Project Manager at High-End Glass Wall Company,https://newyork.craigslist.org/mnh/egr/d/new-york-trainee-project-manager-at/7053744607.html,Midtown,$3750/month,full-time,"
        
Hi! Thanks for your interest, please check out the details below, and if it seems like the right position for you, feel free to reach out with any questions:

JOB DESCRIPTION
Wing Partners is looking for an energetic person to join our training program to become a Project Manager. No project management experience is necessary to join as a trainee. You'll learn everything from experienced project managers who manage multi-million dollar projects, building workplaces for fortune 500 companies. We specialize in glass wall systems for office interiors. (Check out our website for photos www.wingpartners.com). Please note that this is not a design role, and you should have some architecture, engineering or construction training.

You will be consulting with designers on the customization capabilities of our wall systems and coordinating the build-out of our clients' designs. You will interact with architects, especially during the drafting of shop drawings and submitting finish samples for approval. You'll assist our Project Managers in the office and in the field on active jobsites with reviewing bid requests, drafting and submitting shop drawings, and following the entire project timeline from bidding to completion.

RESPONSIBILITIES
* Review construction documents, put together bid packages
* Develop shop drawings in AutoCAD (or Revit if you know it)
* Field verification measurements
* Attend construction coordination meetings
* Assist with scheduling of deliveries and supervision of installers

REQUIREMENTS
* Proficiency in AutoCAD, Excel and Word. 
* Experience with Revit is a plus, but not required.
* Be able to read and understand construction documents
* Must be able to communicate with clients as well as general contractors and field labor.
* Self-driven, detail oriented, well organized.
* Located in the NYC metro area

COMPENSATION AND TIME
40 hours per week, with a salary paid bi-weekly. Typical hours are 9am-6pm, with occasional meetings starting at 8am. Training program lasts 90-180 days depending on performance. Health benefits are available after a waiting period of 60 days. With excellent performance you'll graduate from Trainee to full Project Manager, which includes a pay raise.

ABOUT US
Wing Partners is a full-service distributor of modern, high-end customized glass wall systems. We work closely with architects and interior designers to help them achieve their visions for the workplaces of clients such as IBM, Under Armour, AMC, Heineken, Coach, NBA, Nike, and many more. At Wing Partners, we're a small tight-knit group who works hard and likes to have fun. We're based in Chelsea, New York City.

CONTACT
Check out our website at WingPartners.com. To apply, please email Michael with your resume/cv, cover letter and 'your name - Wing Partners' in the subject. Thanks!    "
Architects - Residential Experience,https://newyork.craigslist.org/mnh/egr/d/new-york-architects-residential/7054365796.html,New York,Commensurate with experience,full-time,"
        
Architects: 10-12 Years Experience

Architectural design firm based in Manhattan has immediate opening for suitably qualified, self-motivated architects having approx 10-12 years post graduate experience, primarily in residential architecture. 

Eligible candidates must have experience in the design and documentation of custom, high-end residential projects including landmarked townhouses, new homes and private estates and/or the renovation of existing structures. Prior experience with DoB Applications and with Landmarked or historic properties is a plus.  Candidate must be familiar with the NYC Building Code, should have excellent planning skills and, as well as knowledge of fine materials and their detailing.  

Acceptable candidates should have:
•	completed an architectural degree program;
•	approximately 10-12 years design and construction documentation experience;
•	prior experience with construction documentation for residential projects, including millworking;
•	extensive familiarity with New York City and New York State Building Codes;
•	AutoCAD (3D skills are a plus, but not mandatory);
•	US citizenship or established Visa / Work Permit.

E-mail professional resume with brief cover letter stating comparable experience only. Please note that resumes from recent graduates, over-qualified and/or overseas respondents will not be reviewed for this position.    "
CAD Drafter,https://newyork.craigslist.org/brk/egr/d/brooklyn-cad-drafter/7054622360.html,"Brooklyn, NY",$15 - $30 per hour. Compensation based on experience,full-time,"
        
We are Engineering Firm located in Brooklyn, NY, are seeking a Full-Time experienced CAD Drafter. We focus on Structural Engineering design and this position requires excellent AutoCAD skills. You will report to the lead engineer and occasionally go on site visits. Someone who is knowledgeable in strength of materials, steel design, and concrete design would be perfect for this position.

Job Requirements:
- Excellent AutoCAD skills and able to do drawings, read and interpret construction plans and specs. 
- Knowledge of Microsoft Office, Adobe Acrobat Pro.
- Detail oriented to draft new projects and modify existing drawings.
- Clear communication with coworkers and clients.
- Self-motivated, fast learner and willing to put in extra hours when needed.

We Offer:
- We offer an excellent work environment, competitive salary (commensurate with experience).
- Paid vacation, paid holidays, and optional health insurance.

We are a small company, but we work on many projects. There are very good opportunities to grow and learn with this company for a dedicated employee.
Foreign engineers/architects are welcome! Knowledge of Russian language is plus.

No students, no part-time, no freelancers. Don't waste your time or ours please.
    "
MASTER  PLUMBER  - SIGN OFF -  ARCHITECT,https://newyork.craigslist.org/brk/egr/d/brooklyn-master-plumber-sign-off/7054672905.html,BROOKLY,OPEN,employee's choice,"
        
WELL  ESTABLISHED  HEATING  COMPANY  SEEKS
MASTER  PLUMBER ,  OR  ARCHITECT  FOR  
 PROCESSING  VARIOUS  APPLICATIONS AND
BOILER  INSTALLATION  REQUIREMENTS INCLUDING
SIGN  OFF AT   INSTALLATION  COMPLETION.
PLEASE  CONTACT US  VIA  EMAIL  OR  CALL
718--288--7789    "
Drafting/Estimating Internship,https://newyork.craigslist.org/que/egr/d/long-island-city-drafting-estimating/7055165570.html,Long Island City,Unpaid Internship,part-time,"
        
Our company is offering an internship for recent graduates/college students with Architectural, Construction Management or Engineering background and interested in real world experience in the Manufacturing Industry.

We are a top fabricator in the Northeast for custom metal facade and roofing components. Our Design & Estimating Department are looking for an individual who is interested in the business, design and developmental aspects of architecture. 

The internship program provides a unique opportunity to gain experience in:
-	Cost Estimation
-	Specs & CD
-	Marketing Strategy and PR
-	Fabrication
-	Installation and Field Relationship

We are looking for interns who are:
-	Self-motivated and able to receive/ use constructive criticism
-	Communicative; willing to ask questions, share their ideas 
-	Team Players willing to work with others
-	Punctual, reliable and responsible
-	Interested in architectural methods/materials in Roofing/Facade


Candidates must have knowledge of Microsoft Office, AutoCad, experience in Rhino is a plus! 
Interns must be present 20 hrs/week for 3 Months. Full time positions are available for best candidates.

This is not a paid internship however; a lunch and 75% travel stipend will be provided.

Please send a resume and work samples to Craigslist email listed.    "
Project Coordinator/Manager,https://newyork.craigslist.org/brk/egr/d/brooklyn-project-coordinator-manager/7055188275.html,Brooklyn,"65,000-100,000 based on prior experience",full-time,"
        
Brooklyn based Expediting company seeking an experienced full-time NYC Project Coordinator/Manager, Our office offers a fun and energetic environment with room for professional growth.

We are explicitly looking for someone that already has experience with the NYC Department of Buildings and possesses a valid Class 2 Filing Representative License.

Responsibilities will include the following:
- Coordinating, communicating and meeting with clients, professional consultants, and DOB personnel.
- Preparation & filing of all application types including DOB Now.
- Acquiring work permits.
- Code and zoning research.
- Attending plan exams.
- Violation removal with DOB/ECB and FDNY.
- Attending inspections.

Candidates Qualifications:

- Ability to communicate with clients and professional consultants
- Knowledge of NYC filing, permitting and sign-off procedures
- Ability to read architectural and engineering drawings
- Excellent communication skills
- Strong organization skills
- Self-motivated
- Be fluent in English
- Punctuality is a must
- Be able to work with a team
- A fun, energetic approach to work and business interactions.

Qualified individuals should:

Submit PDF resumes (not to exceed 5 MB)
Provide salary requirements in the body of your cover letter.

We are ready to hire you today if you qualify and have the experience we are looking for.

**** If you do not possess a Class 2 Filing Rep Status, have knowledge of required DOB/DEP/Landmarks and FDNY forms, and you cannot read a set of drawings, please do not apply for this job. We will ask you questions pertaining to forms and applications.

We look forward to hearing from you.

Thank you.    "
Project Architect(s),https://newyork.craigslist.org/que/egr/d/project-architects/7055199575.html,"Jamaica, Queens",Commensurate with Experience,full-time,"
        
Mssa, a Small Successful 8-Person Architectural studio based in Queens is seeking Project Architect(s). Our projects include single-family residential, multifamily, and mixed-use hospitality projects. The studio offers an opportunity to be involved in all phases of the urban built environment from Design Development, Construction Documents, Consultant Coordination and City Approvals to Project Close up. The candidate shall be willing to work on a whole range of projects from small extensions to multifamily and hospitality.

Requirements
• BS or 5-year Professional degree in Architecture
• Minimum 3 years US experience in an architecture office
• Proven ability to produce Construction Documents
• Working knowledge of NYC code and zoning regulations
• Familiarity with DOB procedures a plus
• Site visits and requisition review
• Check submittals and respond to requests for information
• Fluent with Autocad Architecture 2017/18
• Revit 2017 Experience a plus
• Strong work ethic 
• Fluent English 

Please submit your resume including work samples with a particular emphasis on construction documents.
    "
Architect -Full Time-Immediate Hire,https://newyork.craigslist.org/stn/egr/d/architect-full-time-immediate-hire/7055253240.html,Staten Island,Depending on Experience Level,full-time,"
        
At GLA we are always looking for talented, educated, experienced, and passionate people to join our team. If you have a desire to be involved in a diverse Architecture Firm then GLA is a perfect work environment for you.

We are currently looking for an individual with 1 or 2 years of Professional Practice in an Architects Office.

We invite you to contact us, tell us a little about yourself, your experiences, education, and directional drive. We look forward to welcoming you and expanding our GLA team with new diverse talent.

Our projects vary in size and complexity, ranging from Single Family Residential to High-Rise Buildings in Manhattan.

Position would entail assisting in preparation of architectural design and construction documents including plans, elevations, sections, details, schedules, correcting and updating drawings and preparing design presentations including renderings and related design graphics. Responsibilities will also include assisting in administration of various projects from inception thru completion, drafting, field surveying, research of project specific components, code analysis, coordination with sub-consulting engineer teams, assisting with response to Requests for Information, and general office support of principal and project managers.

Strong Graphic Skills in AutoCAD is required and proficiency in Adobe Creative Suite, Revit, Sketchup and Microsoft Office is desired. Candidates are required to have a Bachelors or Master's Degree in Architecture from an NAAB Accredited Program.

This position offers excellent growth opportunity and a competitive salary. GLA provides candidates with an excellent opportunity to work in a collaborative design-oriented open studio environment. 

Candidates shall be a current resident of New York or New Jersey.

No Phone Calls Please- Apply as Follows:

Qualified applicants should address their CV, portfolio in PDF format and queries to: studio@GL-Arch.com

GLA is an Equal Opportunity Employer.    "
Assistant Project Manager - Construction and Development,https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-project-manager/7055529682.html,"New York, NY","$65,000 - $75,000",full-time,"
        
Job Description:

Level One Holdings is a vertically integrated company specializing in the acquisition, design and development of unique real estate assets. As the Owner, Developer and General Contractor, we shepherd every project from architectural and zoning feasibility studies, to design development, through construction, to completion.

This role is ideal for someone with experience in residential group up construction and construction management. Our ideal candidate is a positive, outgoing individual who is a team player, self-driven and extremely detail oriented. The candidate should be prepared to work in a small team that is very hands on.

Responsibilities

- Review of plans and specifications to understand the scope of the project
- Perform take-offs and level construction bids
- Draft detailed scopes of work to be used in the negotiations with subcontractors or suppliers
- Participate in project value engineering and purchasing
- Coordinate the timely submission and review of project submittals, RFIs and shop drawings
- Manage project information and documents on the company share file system 
- Work with the project expediter to manage filings, amendments and permitting
- Review subcontractor and vendor invoices, change orders and requisition
- Work with the Senior Project Manager and Field Superintendent to update the project Schedule on a weekly basis

Experience and qualifications:

- MUST have a minimum of 3 years experience in New York City residential ground up construction management 
- Experience either working as an assistant project manager or project architect
- Must be able to read plans, construction drawings and shop drawings
- Knowledge in Autocad and/or Bluebeam
- Understanding of the NYC Dept of Buildings permitting and project closeout process
- Strong organization and time management skills
- Strong written and oral communication skills

Benefits:

- Health Insurance
- Incentive bonuses
- Vacation Pay    "
Assistant for busy CEO of high end prefab start up (Russian&English),https://newyork.craigslist.org/mnh/egr/d/new-york-assistant-for-busy-ceo-of-high/7055757186.html,Financial District,DOE,contract,"
        
A growing start-up that develops and manufactures high end green prefabricated houses with innovative engineering systems and smart home technologies is seeking an experienced motivated assistant. 
Must be fluent with both Russian and English. Business background or understanding of architecture and engineering are plus.

We are looking for someone who can work independently and confidently under pressure. Creativity, resourcefulness, and multi-tasking skills are required.

The Personal Assistant will maintain a calm, relaxed presence while providing first-class operational oversight in a fast-paced and fast-moving environment. They embody solid communication skills and an eye for detail with a polished and professional style.

The candidate also must have a high level of discretion while maintaining a strong sense of urgency and sound judgment. This position requires the ability to anticipate the next steps, solve problems and be willing to take on anything to make the CEO’s life easier.

The candidate will also help us out with various projects related to the business, communicating with our engineering team and putting together the drawing, giving the drawings to the suppliers and manufacturers in order to get quotes for the materials; running errands, conducting research, creating presentations and preparing reports, organizing and maintaining files, answering and making calls as well as finding and communicating with other contractors that will take on new tasks in the organization.

Other duties as follows:
• Act as point of contact;
• Provide systematic and dependable follow-up;
• Handle confidential information with discretion.
Skills:
• A background or understanding of architecture or engineering is a big plus;
• Previous experience supporting executives;
• Knowledge and proficiency in the following software applications:
Microsoft Word, Excel, PowerPoint, and Outlook.
• Strong written and verbal communication skills;
• Strong organizational skills;
• Ability to prioritize and multitask;
• Must have confidence;
• Great interpersonal skills including the ability to think and act strategically, provide sound judgment
• Highly resourceful team-player, with the ability to also be extremely effective independently.


This is a paid contract position with a test period that will last up to 3 months before hiring full time.
Applicants should be at least 18 years old and live within New York City. They also must be organized, fluent in English and Russian, and highly dependable. Interested applicants should send a resume and cover letter saying why you are the best candidate for this job. When sending your resume please write 'your full name for an assistant position' in the subject line of the email. We are looking forward to hearing from you!    "
ARCHITECT / DRAFTER,https://newyork.craigslist.org/brk/egr/d/brooklyn-architect-drafter/7048900445.html,Brooklyn,Based on qualification,full-time,"
        
Busy Design and Consulting firm is looking for a talented individual to join our team.

Our work includes renovations and ground ups of small, medium and large scale single and multi-family residential, commercial, community facility and mixed-use projects.

Responsibilities will include production of design development and construction documents, Candidates must be self-motivated, reliable and able to manage all aspects of a project.

Candidate Qualifications:
Be familiar with NYC codes and zoning.
Knowledge of construction materials, details and methods.
Proficiency in Revit and AutoCAD.

We are looking for highly motivated individuals who are willing to take on responsibility and grow with our team. Interested applicants must be quick to learn and adapt new drawing methods, related zoning & code rules, DOB and related agency requirements. detail-oriented, collaborative, and eager to take on challenges

Qualified individuals should submit a *brief description of your qualifications, *work samples, *starting salary requirements, in pdf or word format    "
Structural Engineer,https://newyork.craigslist.org/que/egr/d/structural-engineer/7048984818.html,Rego Park,medical coverage,full-time,"
        
R & O Engineering, PC one of the leading Structural Engineering Company in Queens, NY is seeking a full time Structural Engineer. Responsibilities for this job includes planing, reviewing, and finalizing projects according to deadlines.

REQUIREMENTS AND RESPONSIBILITIES

· BS or MS degree in Structural or Civil Engineering.
. Structural analysis and design- more than three years.
· Excellent communication skills (internal and external).
· Experience in NYC projects, working knowledge of New York City codes.
· Manage multiple projects.
· Ability to effectively manage multiple tasks and projects in the same time.
· Proven ability to successfully deliver projects on time.
. Engineering of steel, light gauge design, masonry design and Concrete superstructures.
. Design of structural  systems for small complex buildings.
· Visual acuity adequate to perform job duties, including reading information from printed sources and computer screen.
. Be informed and communicative about new and old projects.
. Coordinate and respond to client requests for changes in project scope, address revisions.
. Knowledge of structural software skills including AutoCAD, Etabs, RAM, Safe, and PCA, 

R & O Engineering is proud to be an equal opportunity employer. We offer a competitive salary and good benefits package, including healthcare benefits. Interested candidates, please forward resume and salary requirements.

Job Type: Full-time

    "
Class 2 Senior Project Manager / Code Consultant,https://newyork.craigslist.org/mnh/egr/d/new-york-class-2-senior-project-manager/7048988980.html,Midtown West,"Competitive Compensation- commensurate with experience and includes health, dental and vision options available. Paid vacation, personal, and sick days as well.",full-time,"
        
A Manhattan based full-service expediting, building compliance and consulting firm, is seeking a full-time, experienced Senior Project Manager / Code Consultant who possesses a Class 2 DOB License.

Required Credentials for Position:
•	Active NYC DOB Code and Zoning Representative Class 2 License & FDNY File Rep ID
•	Minimum five to ten (5-10) years of relevant experience and working with agencies such as DOB, FDNY, 
        ECB, DEP...etc.
•	Ability to attend appointments with Department of Buildings Plan Examiners to review and answer 
        objections and report back to the superiors
•	Ability to attend Environmental Control Board Hearings and aid in dismissing open violations (A PLUS)
•	Responsible for following up on all submissions and report Department of Buildings findings to the office
•	Review architectural and engineering plans for compliance to applicable building codes and zoning 
        regulations.
•	Distribute the forms to the architect, engineer, building owner, contractor, etc., in order to obtain the 
        required signatures and seals.
•	Coordinate the submission of the architectural and or engineering plans to DOB.
•	Correspondence and communication with the architect, engineer, building owner, contractor, etc. to resolve 
        DOB objections and obtain approval and work permits.
•	Serve as a liaison between the field personnel and the architect, engineer, building owner, contractor, etc. to 
        resolve DOB objections and obtain approval and work permits and sign-offs.
•	Experience with the preparation of DOB forms, permits and violation documentation
•	Experience with Development Hub
•	Experience with DOB NOW
•	Able to use Microsoft Office Suite (OUTLOOK, WORD, EXCEL)
•	Responsible for following up on all projects
•	Professional attitude with great communication (written and verbal) and organizational skills a must
•	Ability to the follow office protocols and procedures a must
•	Team Player with strong Project Management skills

Education Requirements:
•	College Degree in Related Field (preferred)

Compensation: Competitive Compensation- commensurate with experience and includes health, dental and vision options available. Paid vacation, personal, and sick days as well.

Job Type: Full-time
    "
Project Manager (DOB Class 1 or 2 ID),https://newyork.craigslist.org/mnh/egr/d/new-york-project-manager-dob-class-1-or/7048996998.html,Midtown West,"Competitive Compensation- commensurate with experience and includes health, dental and vision options available. Paid vacation, personal, and sick days as well.",full-time,"
        
A Manhattan based full-service expediting and consulting firm, is seeking a full-time, experienced Project Manager with a Class 1 or 2 DOB File Rep ID

Required Credentials for Position:
• Active NYC DOB Code and Zoning Representative Class 1 or 2 License
• Minimum five (5) years of relevant experience with filing procedures at DOB, FDNY, LPC, DEP, DOT, MTA,
  ECB...etc.
• Ability to attend appointments with Department of Buildings Plan Examiners to review and answer
  objections and report back to the superiors
• Responsible for following up on all submissions
• Report Department of Buildings findings to the office
• Professional attitude with great communication (written and verbal) and organizational skills a must
• Able to use Microsoft Office Suite (outlook, word, excel)
• Ability to the follow office protocols and procedures a must
• Experience with the preparation of DOB application forms and permits a plus
• Experience with Development Hub 
• Experience with DOB NOW
• Active FDNY ID a plus
• Knowledge and understanding of construction plans and documents a plus
• Punctual

Education Requirements:
• College Degree in Related Field (preferred)

Compensation: Competitive Compensation- commensurate with experience and includes health, dental and vision options available. Paid vacation, personal, and sick days as well.

Note: Principals only. Recruiters, please don't contact this job poster. DO NOT contact us with unsolicited services or offers

Job Type: Full-time
    "
engineer- structural,https://newyork.craigslist.org/mnh/egr/d/new-york-engineer-structural/7049049876.html,new york,good compensation and advancement opportunities,full-time,"
        
Project structural engineer for design of building projects. 
Good communication skills required.
    "
